StartSession,15:20:57.2754816
respDelay1.5,15:20:57.2756608
respSize4,15:20:57.2757888
activev2,15:21:13.0801408
stimON,15:21:13.6876288
dotsMOVE,15:21:14.7027712
respOPEN,15:21:15.2486528
stimOFF,15:21:15.6361856
respCLOSED,15:21:19.2561024
stimON,15:21:22.2277120
dotsMOVE,15:21:23.2197888
respOPEN,15:21:23.7334784
respCLOSED,15:21:24.7176320
stimOFF,15:21:24.7198592
stimON,15:21:27.7280000
dotsMOVE,15:21:28.7200256
respOPEN,15:21:29.2320256
respCLOSED,15:21:29.3248640
l100,15:21:29.3252224
stimOFF,15:21:30.2200960
stimON,15:21:32.7441792
dotsMOVE,15:21:33.7369472
respOPEN,15:21:34.2556288
stimOFF,15:21:35.2371712
respCLOSED,15:21:36.8330752
stimON,15:21:39.5800448
dotsMOVE,15:21:40.5705088
respOPEN,15:21:41.0886528
respCLOSED,15:21:41.4113792
l100,15:21:41.4118784
stimOFF,15:21:42.0705920
stimON,15:21:44.9098240
dotsMOVE,15:21:45.9040640
respOPEN,15:21:46.4257408
respCLOSED,15:21:46.6994816
stimOFF,15:21:47.4041472
stimON,15:21:49.6623488
dotsMOVE,15:21:50.6542720
respOPEN,15:21:51.1662080
stimOFF,15:21:52.1543424
respCLOSED,15:21:52.4287744
r100,15:21:52.4291840
stimON,15:21:54.5322624
dotsMOVE,15:21:55.5211264
respOPEN,15:21:56.0495488
stimOFF,15:21:57.0212096
respCLOSED,15:22:00.0638336
stimON,15:22:02.6493056
dotsMOVE,15:22:03.6381824
respOPEN,15:22:04.1668992
respCLOSED,15:22:04.3462784
l100,15:22:04.3467264
stimOFF,15:22:05.1382272
stimON,15:22:07.9017472
dotsMOVE,15:22:08.8883584
respOPEN,15:22:09.4167808
stimOFF,15:22:10.3884288
respCLOSED,15:22:13.4243200
stimON,15:22:15.9154688
dotsMOVE,15:22:16.9053568
respOPEN,15:22:17.4299648
stimOFF,15:22:18.4054528
respCLOSED,15:22:21.4451328
stimON,15:22:23.5827200
dotsMOVE,15:22:24.5723392
respOPEN,15:22:25.0884224
respCLOSED,15:22:25.8420864
stimOFF,15:22:26.0724096
stimON,15:22:28.4971648
dotsMOVE,15:22:29.4892288
respOPEN,15:22:30.0075264
respCLOSED,15:22:30.2212352
r100,15:22:30.2216064
stimOFF,15:22:30.9893120
stimON,15:22:33.0964480
dotsMOVE,15:22:34.0893952
respOPEN,15:22:34.6094720
stimOFF,15:22:35.5894784
respCLOSED,15:22:38.6124416
stimON,15:22:41.4500480
dotsMOVE,15:22:42.4397440
respOPEN,15:22:42.9683456
respCLOSED,15:22:43.7088896
r100,15:22:43.7092736
stimOFF,15:22:43.9398272
stimON,15:22:46.2883456
dotsMOVE,15:22:47.2732800
respOPEN,15:22:47.7966720
stimOFF,15:22:48.7733504
respCLOSED,15:22:51.8114432
stimON,15:22:54.6471680
dotsMOVE,15:22:55.6402944
respOPEN,15:22:56.1643904
stimOFF,15:22:57.1403648
respCLOSED,15:23:00.1789312
stimON,15:23:02.6011648
dotsMOVE,15:23:03.5906176
respOPEN,15:23:04.1044992
respCLOSED,15:23:04.2656640
l100,15:23:04.2662656
stimOFF,15:23:05.0916608
stimON,15:23:07.2970752
dotsMOVE,15:23:08.2908160
respOPEN,15:23:08.8133120
respCLOSED,15:23:08.9818112
l100,15:23:08.9822080
stimOFF,15:23:09.7908864
stimON,15:23:12.7805440
dotsMOVE,15:23:13.7743744
respOPEN,15:23:14.2978432
respCLOSED,15:23:14.5010048
l100,15:23:14.5013504
stimOFF,15:23:15.2744448
stimON,15:23:18.2335232
dotsMOVE,15:23:19.2246016
respOPEN,15:23:19.7373568
respCLOSED,15:23:19.7832192
stimOFF,15:23:20.7246720
stimON,15:23:23.5715840
dotsMOVE,15:23:24.5581440
respOPEN,15:23:25.0741632
respCLOSED,15:23:25.8996096
stimOFF,15:23:26.0590336
stimON,15:23:28.1652864
dotsMOVE,15:23:29.1583360
respOPEN,15:23:29.6815616
stimOFF,15:23:30.6584192
respCLOSED,15:23:31.2767104
r100,15:23:31.2770816
stimON,15:23:33.5961984
dotsMOVE,15:23:34.5919104
respOPEN,15:23:35.1001472
stimOFF,15:23:36.0919936
respCLOSED,15:23:39.1105664
stimON,15:23:41.9698688
dotsMOVE,15:23:42.9589376
respOPEN,15:23:43.4858752
respCLOSED,15:23:43.9231744
l100,15:23:43.9235328
stimOFF,15:23:44.4589952
stimON,15:23:47.0606592
dotsMOVE,15:23:48.0424576
respOPEN,15:23:48.5639424
stimOFF,15:23:49.5425408
respCLOSED,15:23:51.9516032
l100,15:23:51.9519616
stimON,15:23:53.9836800
dotsMOVE,15:23:54.9760768
respOPEN,15:23:55.4889344
respCLOSED,15:23:55.7886336
l100,15:23:55.7889792
stimOFF,15:23:56.4761600
stimON,15:23:59.2730240
dotsMOVE,15:24:00.2596352
respOPEN,15:24:00.7797376
stimOFF,15:24:01.7597056
respCLOSED,15:24:03.6169984
stimON,15:24:06.5035136
dotsMOVE,15:24:07.4932608
respOPEN,15:24:08.0194176
respCLOSED,15:24:08.7942016
stimOFF,15:24:08.9933440
stimON,15:24:11.6189312
dotsMOVE,15:24:12.6101376
respOPEN,15:24:13.1288064
stimOFF,15:24:14.1102464
respCLOSED,15:24:17.1435136
stimON,15:24:20.0071424
dotsMOVE,15:24:20.9938304
respOPEN,15:24:21.5110656
stimOFF,15:24:22.4939392
respCLOSED,15:24:22.9218048
r100,15:24:22.9221888
stimON,15:24:25.9324544
