SpeedTextures,16:38:07.1472512
{Id=3, Duration=2, Size=10, Colour1=0, Colour2=1, numDots1=83, numDots2=83, dotLifeBool=0, dotLifetime=20, Contrast=1, VelXLeft=-92.6, VelYLeft=0, CohLeft=100, VelXRight=-92.6, VelYRight=0, CohRight=100, transXL=-100, transXR=100},16:38:07.2931968
{Id=1, Duration=2, Size=5, Colour1=0, Colour2=1, numDots1=330, numDots2=330, dotLifeBool=0, dotLifetime=20, Contrast=0.25, VelXLeft=-23.3, VelYLeft=0, CohLeft=100, VelXRight=-23.3, VelYRight=0, CohRight=100, transXL=-100, transXR=100},16:38:10.7877632
