StartSession,18:08:33.3496576
42324,18:08:33.3513984
42341,18:08:33.3764352
42355,18:08:33.4014208
42367,18:08:33.4264320
42378,18:08:33.4514432
42390,18:08:33.4764032
42404,18:08:33.5014272
42418,18:08:33.5264256
42434,18:08:33.5514240
42451,18:08:33.5763968
42466,18:08:33.6013952
42480,18:08:33.6264192
42495,18:08:33.6513792
42510,18:08:33.6764160
42525,18:08:33.7014272
42541,18:08:33.7264384
42559,18:08:33.7514112
42577,18:08:33.7764096
42595,18:08:33.8014080
42612,18:08:33.8263936
42630,18:08:33.8513920
42645,18:08:33.8763776
42660,18:08:33.9013888
42677,18:08:33.9264128
42693,18:08:33.9513728
42709,18:08:33.9763968
42725,18:08:34.0013696
42743,18:08:34.0264192
42760,18:08:34.0514176
42778,18:08:34.0764800
42797,18:08:34.1014016
42817,18:08:34.1264128
42835,18:08:34.1514240
42853,18:08:34.1763840
42870,18:08:34.2013696
42887,18:08:34.2264064
42902,18:08:34.2514048
42915,18:08:34.2764032
42927,18:08:34.3014016
42941,18:08:34.3264128
42956,18:08:34.3513856
42971,18:08:34.3763840
42983,18:08:34.4013824
42995,18:08:34.4263680
43005,18:08:34.4513152
43015,18:08:34.4763648
43026,18:08:34.5013760
43037,18:08:34.5263744
43049,18:08:34.5513728
43061,18:08:34.5763968
43076,18:08:34.6013568
43090,18:08:34.6263936
43103,18:08:34.6513920
43116,18:08:34.6763904
43130,18:08:34.7013760
43143,18:08:34.7263744
43158,18:08:34.7513856
43175,18:08:34.7763712
43194,18:08:34.8013824
43212,18:08:34.8263424
43228,18:08:34.8513280
43245,18:08:34.8763904
43263,18:08:34.9013888
43280,18:08:34.9263744
43297,18:08:34.9512704
43315,18:08:34.9763584
43332,18:08:35.0013440
43348,18:08:35.0263040
43366,18:08:35.0513664
43383,18:08:35.0763264
43398,18:08:35.1013760
43413,18:08:35.1263872
43430,18:08:35.1514496
43447,18:08:35.1763456
43462,18:08:35.2013824
43477,18:08:35.2263424
43493,18:08:35.2513152
43507,18:08:35.2763776
43520,18:08:35.3013376
43533,18:08:35.3263232
43549,18:08:35.3514496
43564,18:08:35.3763456
43579,18:08:35.4013824
43593,18:08:35.4263424
43609,18:08:35.4513536
43625,18:08:35.4763776
43641,18:08:35.5013248
43659,18:08:35.5263616
43677,18:08:35.5513216
43695,18:08:35.5763584
43715,18:08:35.6013184
43735,18:08:35.6263552
43753,18:08:35.6513536
43771,18:08:35.6763520
43789,18:08:35.7013504
43807,18:08:35.7263744
43826,18:08:35.7513728
43846,18:08:35.7763072
43864,18:08:35.8013184
43881,18:08:35.8263424
43900,18:08:35.8513024
43917,18:08:35.8763520
43934,18:08:35.9013504
43952,18:08:35.9263360
43969,18:08:35.9513472
43985,18:08:35.9763328
44000,18:08:36.0013184
44016,18:08:36.0263168
44030,18:08:36.0513280
44043,18:08:36.0763008
44057,18:08:36.1013248
44072,18:08:36.1263488
44087,18:08:36.1513088
44101,18:08:36.1763328
44116,18:08:36.2013056
44132,18:08:36.2263168
44148,18:08:36.2513280
44165,18:08:36.2763136
44183,18:08:36.3013248
44201,18:08:36.3263104
