StartSession,15:35:04.2210688
respDelay1.5,15:35:04.2212992
respSize4,15:35:04.2214528
activev2,15:35:05.1053824
stimON,15:35:05.7735296
dotsMOVE,15:35:06.7882624
respOPEN,15:35:07.3400704
stimOFF,15:35:08.2216704
respCLOSED,15:35:11.3428992
stimON,15:35:14.1312768
dotsMOVE,15:35:15.1219456
respOPEN,15:35:15.6445056
stimOFF,15:35:16.6220160
respCLOSED,15:35:19.6572800
stimON,15:35:22.1809536
dotsMOVE,15:35:23.1722752
respOPEN,15:35:23.6968320
stimOFF,15:35:24.6723456
respCLOSED,15:35:27.7071744
stimON,15:35:30.5347840
dotsMOVE,15:35:31.5226240
respOPEN,15:35:32.0506496
stimOFF,15:35:33.0226944
respCLOSED,15:35:36.0609408
stimON,15:35:38.5034240
dotsMOVE,15:35:39.4896384
respOPEN,15:35:40.0124288
stimOFF,15:35:40.9897216
respCLOSED,15:35:44.0246016
stimON,15:35:46.8953728
dotsMOVE,15:35:47.8899840
respOPEN,15:35:48.4124288
stimOFF,15:35:49.3900416
respCLOSED,15:35:52.1133952
l100,15:35:52.1138304
stimON,15:35:54.8798592
dotsMOVE,15:35:55.8736256
respOPEN,15:35:56.3825664
respCLOSED,15:35:56.5483904
l100,15:35:56.5487488
stimOFF,15:35:57.3736960
stimON,15:35:59.7673984
dotsMOVE,15:36:00.7571712
respOPEN,15:36:01.2833536
stimOFF,15:36:02.2572416
respCLOSED,15:36:05.2943872
stimON,15:36:07.7616384
dotsMOVE,15:36:08.7408640
respOPEN,15:36:09.2772224
stimOFF,15:36:10.2409600
respCLOSED,15:36:13.2903424
stimON,15:36:15.3683200
dotsMOVE,15:36:16.3578112
respOPEN,15:36:16.8931456
stimOFF,15:36:17.8578816
respCLOSED,15:36:18.4354176
stimON,15:36:20.6038784
dotsMOVE,15:36:21.5914112
respOPEN,15:36:22.1120000
respCLOSED,15:36:22.2155648
l100,15:36:22.2159360
stimOFF,15:36:23.0915200
stimON,15:36:25.9523072
dotsMOVE,15:36:26.9416448
respOPEN,15:36:27.4572416
respCLOSED,15:36:28.0457216
stimOFF,15:36:28.4416640
stimON,15:36:31.1852032
dotsMOVE,15:36:32.1751424
respOPEN,15:36:32.7014784
respCLOSED,15:36:32.8128128
l100,15:36:32.8131712
stimOFF,15:36:33.6752128
stimON,15:36:36.0682368
dotsMOVE,15:36:37.0586752
respOPEN,15:36:37.5841280
respCLOSED,15:36:37.6030720
l100,15:36:37.6034304
stimOFF,15:36:38.5587456
stimON,15:36:41.2700160
dotsMOVE,15:36:42.2588800
respOPEN,15:36:42.7754496
stimOFF,15:36:43.7589632
respCLOSED,15:36:46.7895936
stimON,15:36:49.4193792
dotsMOVE,15:36:50.4092160
respOPEN,15:36:50.9325056
respCLOSED,15:36:51.0176128
l100,15:36:51.0180352
stimOFF,15:36:51.9092992
stimON,15:36:54.7837824
dotsMOVE,15:36:55.7761152
respOPEN,15:36:56.2996864
respCLOSED,15:36:56.3203840
l100,15:36:56.3211392
stimOFF,15:36:57.2761856
stimON,15:36:59.5865472
dotsMOVE,15:37:00.5763072
respOPEN,15:37:01.0919552
respCLOSED,15:37:01.8031488
stimOFF,15:37:02.0763904
stimON,15:37:05.1008384
dotsMOVE,15:37:06.0932096
respOPEN,15:37:06.6091008
respCLOSED,15:37:07.3292928
l100,15:37:07.3296512
stimOFF,15:37:07.5932800
stimON,15:37:10.2652800
dotsMOVE,15:37:11.2600832
respOPEN,15:37:11.7750784
respCLOSED,15:37:11.8834688
l100,15:37:11.8838400
stimOFF,15:37:12.7601664
stimON,15:37:15.0344576
dotsMOVE,15:37:16.0102784
respOPEN,15:37:16.5413504
stimOFF,15:37:17.5103616
respCLOSED,15:37:18.3778304
stimON,15:37:21.2864000
dotsMOVE,15:37:22.2781312
respOPEN,15:37:22.7923072
respCLOSED,15:37:22.8798976
stimOFF,15:37:23.7772928
stimON,15:37:26.0022784
dotsMOVE,15:37:26.9940736
respOPEN,15:37:27.5244288
stimOFF,15:37:28.4942080
respCLOSED,15:37:31.5394304
pause,15:37:33.6526080
ml100,15:42:38.6435840
ml100,15:42:40.9717376
ml10000,15:43:19.3413632
ml1E+08,15:43:57.2066176
ml50000,15:44:15.0396160
pasact,15:48:53.6558592
stimON,15:48:54.2634880
dotsMOVE,15:48:54.6567040
r100,15:48:55.2435072
stimOFF,15:49:06.1401088
pause,15:49:06.1401984
activeany,15:49:06.1646976
