StartSession,15:39:08.9906816
(2, 2),15:39:24.0078592
(3, 2),15:39:28.4240000
(4, 2),15:39:31.0481920
(4, 3),15:39:35.0802944
(4, 4),15:39:41.4165632
(4, 5),15:39:47.3048064
(4, 6),15:39:52.0730880
