FastSpeedChanges,11:10:10.6891904
((0, 130), (10, 150)),11:10:16.8696576
((1, 140), (10, 150)),11:10:17.3869696
((0, 80), (10, 150)),11:10:17.8880384
((1, 110), (10, 150)),11:10:18.3884544
((0, 140), (10, 150)),11:10:18.8891264
((1, 30), (10, 150)),11:10:19.4041984
((0, 110), (10, 150)),11:10:19.9199104
((1, 120), (10, 150)),11:10:20.4207360
((0, 150), (10, 150)),11:10:20.9223552
((1, 90), (10, 150)),11:10:21.4339712
((0, 120), (10, 150)),11:10:21.9494528
((1, 60), (10, 150)),11:10:22.4504320
((0, 80), (10, 150)),11:10:22.9598080
((1, 90), (10, 150)),11:10:23.4700160
((0, 30), (10, 150)),11:10:23.9857280
((1, 40), (10, 150)),11:10:24.4864640
((0, 70), (10, 150)),11:10:24.9874816
((1, 100), (10, 150)),11:10:25.4979456
((0, 130), (10, 150)),11:10:26.0134016
((1, 70), (10, 150)),11:10:26.5144064
((0, 100), (10, 150)),11:10:27.0273536
((1, 40), (10, 150)),11:10:27.5425536
((0, 40), (10, 150)),11:10:28.0472448
((1, 70), (10, 150)),11:10:28.5554816
((0, 10), (10, 150)),11:10:29.0636544
((1, 100), (10, 150)),11:10:29.5655296
((0, 120), (10, 150)),11:10:30.0665856
((1, 10), (10, 150)),11:10:30.5671168
((0, 40), (10, 150)),11:10:31.0675328
((1, 70), (10, 150)),11:10:31.5688320
((0, 100), (10, 150)),11:10:32.0702208
((1, 130), (10, 150)),11:10:32.5712640
((0, 20), (10, 150)),11:10:33.0736384
((1, 50), (10, 150)),11:10:33.5892224
((0, 60), (10, 150)),11:10:34.1049088
((1, 140), (10, 150)),11:10:34.6136448
((0, 150), (10, 150)),11:10:35.1143040
((1, 40), (10, 150)),11:10:35.6265344
((0, 120), (10, 150)),11:10:36.1279232
((1, 150), (10, 150)),11:10:36.6299392
((0, 40), (10, 150)),11:10:37.1350656
((1, 60), (10, 150)),11:10:37.6508672
((0, 150), (10, 150)),11:10:38.1590016
((1, 10), (10, 150)),11:10:38.6746496
((0, 90), (10, 150)),11:10:39.1903360
((1, 30), (10, 150)),11:10:39.7059072
((0, 40), (10, 150)),11:10:40.2074880
((1, 70), (10, 150)),11:10:40.7084928
((0, 100), (10, 150)),11:10:41.2157952
((1, 130), (10, 150)),11:10:41.7316224
((0, 70), (10, 150)),11:10:42.2324352
((1, 100), (10, 150)),11:10:42.7330688
((0, 130), (10, 150)),11:10:43.2379136
((1, 140), (10, 150)),11:10:43.7535616
((0, 80), (10, 150)),11:10:44.2544896
((1, 100), (10, 150)),11:10:44.7553792
((0, 140), (10, 150)),11:10:45.2660608
((1, 20), (10, 150)),11:10:45.7819648
((0, 100), (10, 150)),11:10:46.2839040
((1, 110), (10, 150)),11:10:46.7843584
((0, 140), (10, 150)),11:10:47.2930816
((1, 30), (10, 150)),11:10:47.8071936
((0, 110), (10, 150)),11:10:48.3088000
((1, 140), (10, 150)),11:10:48.8092160
