FastSpeedChanges,19:41:23.9424512
((0, 290), (20, 240)),19:41:30.1208960
((1, 110), (20, 240)),19:41:30.6336768
((0, 160), (20, 240)),19:41:31.1491456
((1, 170), (20, 240)),19:41:31.6505600
((0, 80), (20, 240)),19:41:32.1512064
((1, 120), (20, 240)),19:41:32.6618496
((0, 170), (20, 240)),19:41:33.1775744
((1, 80), (20, 240)),19:41:33.6788224
((0, 120), (20, 240)),19:41:34.1805568
((1, 170), (20, 240)),19:41:34.6923008
((0, 180), (20, 240)),19:41:35.2079232
((1, 90), (20, 240)),19:41:35.7082112
((0, 130), (20, 240)),19:41:36.2091136
((1, 180), (20, 240)),19:41:36.7124096
((0, 80), (20, 240)),19:41:37.2281472
((1, 100), (20, 240)),19:41:37.7295744
((0, 140), (20, 240)),19:41:38.2298752
((1, 190), (20, 240)),19:41:38.7395072
((0, 240), (20, 240)),19:41:39.2552576
((1, 140), (20, 240)),19:41:39.7568896
((0, 190), (20, 240)),19:41:40.2582016
((1, 240), (20, 240)),19:41:40.7713408
((0, 30), (20, 240)),19:41:41.2869632
((1, 150), (20, 240)),19:41:41.7877120
((0, 200), (20, 240)),19:41:42.2886912
((1, 20), (20, 240)),19:41:42.8031616
((0, 150), (20, 240)),19:41:43.3188736
((1, 160), (20, 240)),19:41:43.8193920
((0, 210), (20, 240)),19:41:44.3207552
((1, 40), (20, 240)),19:41:44.8213504
((0, 80), (20, 240)),19:41:45.3358336
((1, 210), (20, 240)),19:41:45.8506752
((0, 110), (20, 240)),19:41:46.3663104
((1, 120), (20, 240)),19:41:46.8677248
((0, 170), (20, 240)),19:41:47.3681664
((1, 220), (20, 240)),19:41:47.8803584
((0, 120), (20, 240)),19:41:48.3961088
((1, 140), (20, 240)),19:41:48.8968320
((0, 180), (20, 240)),19:41:49.3974784
((1, 230), (20, 240)),19:41:49.9122816
((0, 130), (20, 240)),19:41:50.4279808
((1, 40), (20, 240)),19:41:50.9291136
((0, 90), (20, 240)),19:41:51.4304128
((1, 130), (20, 240)),19:41:51.9441792
((0, 140), (20, 240)),19:41:52.4598912
((1, 50), (20, 240)),19:41:52.9608448
((0, 100), (20, 240)),19:41:53.4616832
((1, 140), (20, 240)),19:41:53.9758336
((0, 50), (20, 240)),19:41:54.4914944
((1, 60), (20, 240)),19:41:54.9921408
((0, 110), (20, 240)),19:41:55.4933376
((1, 150), (20, 240)),19:41:55.9940352
((0, 200), (20, 240)),19:41:56.4945536
((1, 110), (20, 240)),19:41:57.0088448
((0, 150), (20, 240)),19:41:57.5243904
((1, 160), (20, 240)),19:41:58.0297344
((0, 70), (20, 240)),19:41:58.5302016
((1, 120), (20, 240)),19:41:59.0365184
((0, 160), (20, 240)),19:41:59.5391232
((1, 210), (20, 240)),19:42:00.0406656
((0, 40), (20, 240)),19:42:00.5566080
((1, 160), (20, 240)),19:42:01.0666496
((0, 170), (20, 240)),19:42:01.5722880
((1, 220), (20, 240)),19:42:02.0879232
((0, 130), (20, 240)),19:42:02.5886848
((1, 30), (20, 240)),19:42:03.0903808
((0, 80), (20, 240)),19:42:03.5997952
((1, 120), (20, 240)),19:42:04.1155072
((0, 140), (20, 240)),19:42:04.6161408
((1, 180), (20, 240)),19:42:05.1165952
((0, 230), (20, 240)),19:42:05.6309632
((1, 140), (20, 240)),19:42:06.1315968
((0, 180), (20, 240)),19:42:06.6323840
((1, 230), (20, 240)),19:42:07.1332096
((0, 60), (20, 240)),19:42:07.6467072
((1, 70), (20, 240)),19:42:08.1476096
((0, 110), (20, 240)),19:42:08.6494208
((1, 160), (20, 240)),19:42:09.1500928
((0, 210), (20, 240)),19:42:09.6634752
((1, 110), (20, 240)),19:42:10.1793024
((0, 240), (20, 240)),19:42:10.6805632
((1, 60), (20, 240)),19:42:11.1814656
((0, 110), (20, 240)),19:42:11.6938368
((1, 120), (20, 240)),19:42:12.1953280
((0, 170), (20, 240)),19:42:12.6967936
((1, 220), (20, 240)),19:42:13.1980544
((0, 40), (20, 240)),19:42:13.7108608
((1, 170), (20, 240)),19:42:14.2269568
((0, 70), (20, 240)),19:42:14.7277952
((1, 120), (20, 240)),19:42:15.2282752
((0, 170), (20, 240)),19:42:15.7433600
((1, 180), (20, 240)),19:42:16.2591232
((0, 80), (20, 240)),19:42:16.7601152
((1, 130), (20, 240)),19:42:17.2607488
((0, 180), (20, 240)),19:42:17.7616000
((1, 190), (20, 240)),19:42:18.2620672
((0, 240), (20, 240)),19:42:18.7713280
((1, 60), (20, 240)),19:42:19.2870272
((0, 190), (20, 240)),19:42:19.7875584
((1, 240), (20, 240)),19:42:20.2892544
((0, 60), (20, 240)),19:42:20.7900928
((1, 110), (20, 240)),19:42:21.2906368
((0, 160), (20, 240)),19:42:21.8003968
((1, 60), (20, 240)),19:42:22.3160448
((0, 70), (20, 240)),19:42:22.8176896
((1, 120), (20, 240)),19:42:23.3187072
((0, 160), (20, 240)),19:42:23.8192896
((1, 210), (20, 240)),19:42:24.3350656
((0, 120), (20, 240)),19:42:24.8359936
((1, 160), (20, 240)),19:42:25.3370752
((0, 210), (20, 240)),19:42:25.8518528
((1, 120), (20, 240)),19:42:26.3675264
((0, 130), (20, 240)),19:42:26.8680576
((1, 180), (20, 240)),19:42:27.3686784
((0, 220), (20, 240)),19:42:27.8694400
((1, 50), (20, 240)),19:42:28.3753600
((0, 170), (20, 240)),19:42:28.8821888
((1, 220), (20, 240)),19:42:29.3980544
((1, 220), (150, 370)),19:42:29.6244864
((0, 230), (150, 370)),19:42:29.9106432
((1, 270), (150, 370)),19:42:30.4120576
((0, 310), (150, 370)),19:42:30.9147648
((1, 360), (150, 370)),19:42:31.4304768
((0, 270), (150, 370)),19:42:31.9318784
((1, 310), (150, 370)),19:42:32.4334208
((0, 320), (150, 370)),19:42:32.9448704
((1, 150), (150, 370)),19:42:33.4605824
((0, 280), (150, 370)),19:42:33.9619456
((1, 320), (150, 370)),19:42:34.4626944
((0, 370), (150, 370)),19:42:34.9766272
((1, 280), (150, 370)),19:42:35.4921856
((0, 290), (150, 370)),19:42:35.9929472
((1, 330), (150, 370)),19:42:36.4935552
((0, 160), (150, 370)),19:42:36.9948288
((1, 210), (150, 370)),19:42:37.4953216
((0, 250), (150, 370)),19:42:38.0082816
((1, 160), (150, 370)),19:42:38.5238784
((0, 170), (150, 370)),19:42:39.0246912
((1, 220), (150, 370)),19:42:39.5259776
((0, 260), (150, 370)),19:42:40.0397952
((1, 170), (150, 370)),19:42:40.5408896
((0, 220), (150, 370)),19:42:41.0419200
((1, 260), (150, 370)),19:42:41.5546112
((0, 170), (150, 370)),19:42:42.0556288
((1, 220), (150, 370)),19:42:42.5569664
((0, 260), (150, 370)),19:42:43.0580096
((1, 310), (150, 370)),19:42:43.5718656
((0, 320), (150, 370)),19:42:44.0874880
((1, 220), (150, 370)),19:42:44.5880576
((0, 270), (150, 370)),19:42:45.0892800
((1, 320), (150, 370)),19:42:45.6036096
((0, 220), (150, 370)),19:42:46.1191296
((1, 240), (150, 370)),19:42:46.6205312
((0, 280), (150, 370)),19:42:47.1218816
((1, 190), (150, 370)),19:42:47.6329472
((0, 240), (150, 370)),19:42:48.1335424
((1, 280), (150, 370)),19:42:48.6347136
((0, 330), (150, 370)),19:42:49.1352192
((1, 160), (150, 370)),19:42:49.6493440
((0, 170), (150, 370)),19:42:50.1650816
((1, 290), (150, 370)),19:42:50.6660736
((0, 340), (150, 370)),19:42:51.1673472
((1, 160), (150, 370)),19:42:51.6814208
((0, 290), (150, 370)),19:42:52.1971840
((1, 300), (150, 370)),19:42:52.6987776
((0, 350), (150, 370)),19:42:53.1999616
((1, 180), (150, 370)),19:42:53.7113600
((0, 300), (150, 370)),19:42:54.2270464
((1, 210), (150, 370)),19:42:54.7282816
((0, 250), (150, 370)),19:42:55.2289152
((1, 300), (150, 370)),19:42:55.7428608
((0, 310), (150, 370)),19:42:56.2588416
((1, 220), (150, 370)),19:42:56.7602304
((0, 260), (150, 370)),19:42:57.2610816
((1, 310), (150, 370)),19:42:57.7616640
((0, 360), (150, 370)),19:42:58.2629760
((1, 370), (150, 370)),19:42:58.7751296
((0, 200), (150, 370)),19:42:59.2908160
((1, 320), (150, 370)),19:42:59.7921280
((0, 370), (150, 370)),19:43:00.2930048
((1, 190), (150, 370)),19:43:00.8075136
((0, 320), (150, 370)),19:43:01.3112960
((1, 330), (150, 370)),19:43:01.8122368
((0, 160), (150, 370)),19:43:02.3130880
