FastSpeedChanges,19:33:41.1105024
((0, 180), (200, 300)),19:33:47.3586048
((1, 290), (200, 300)),19:33:47.8607232
((0, 300), (200, 300)),19:33:48.3619840
((1, 220), (200, 300)),19:33:48.8667648
((0, 240), (200, 300)),19:33:49.3824640
((1, 300), (200, 300)),19:33:49.8836224
((0, 220), (200, 300)),19:33:50.3849984
((1, 240), (200, 300)),19:33:50.8857856
((0, 240), (200, 300)),19:33:51.3864192
((1, 260), (200, 300)),19:33:51.8984064
((0, 290), (200, 300)),19:33:52.4124032
((1, 240), (200, 300)),19:33:52.9137664
((0, 260), (200, 300)),19:33:53.4149888
((1, 290), (200, 300)),19:33:53.9300992
((0, 240), (200, 300)),19:33:54.4312832
((1, 260), (200, 300)),19:33:54.9323392
((0, 290), (200, 300)),19:33:55.4333568
((1, 290), (200, 300)),19:33:55.9440512
((0, 210), (200, 300)),19:33:56.4581376
((1, 270), (200, 300)),19:33:56.9587840
((0, 290), (200, 300)),19:33:57.4603520
((1, 210), (200, 300)),19:33:57.9615360
((0, 230), (200, 300)),19:33:58.4627328
((1, 250), (200, 300)),19:33:58.9746560
((0, 210), (200, 300)),19:33:59.4903552
((1, 220), (200, 300)),19:33:59.9908736
((0, 240), (200, 300)),19:34:00.4915968
((1, 260), (200, 300)),19:34:01.0073600
((0, 220), (200, 300)),19:34:01.5230208
((1, 220), (200, 300)),19:34:02.0236416
((0, 240), (200, 300)),19:34:02.5244160
((1, 260), (200, 300)),19:34:03.0390784
((0, 220), (200, 300)),19:34:03.5401984
((1, 240), (200, 300)),19:34:04.0423168
((0, 260), (200, 300)),19:34:04.5538560
((1, 220), (200, 300)),19:34:05.0548096
((0, 240), (200, 300)),19:34:05.5562368
((1, 260), (200, 300)),19:34:06.0572800
((0, 280), (200, 300)),19:34:06.5709952
((1, 290), (200, 300)),19:34:07.0866048
((0, 250), (200, 300)),19:34:07.5872128
((1, 270), (200, 300)),19:34:08.0881792
((0, 290), (200, 300)),19:34:08.5886720
((1, 210), (200, 300)),19:34:09.0898048
((0, 270), (200, 300)),19:34:09.6018432
((1, 290), (200, 300)),19:34:10.1027584
((0, 210), (200, 300)),19:34:10.6037632
((1, 230), (200, 300)),19:34:11.1051392
((0, 250), (200, 300)),19:34:11.6167424
((1, 260), (200, 300)),19:34:12.1188224
((0, 280), (200, 300)),19:34:12.6196608
((1, 300), (200, 300)),19:34:13.1206400
((0, 220), (200, 300)),19:34:13.6313984
((1, 280), (200, 300)),19:34:14.1472000
((0, 280), (200, 300)),19:34:14.6486400
((1, 200), (200, 300)),19:34:15.1497728
((0, 220), (200, 300)),19:34:15.6513792
((1, 250), (200, 300)),19:34:16.1670656
((0, 200), (200, 300)),19:34:16.6680576
((1, 260), (200, 300)),19:34:17.1691264
((0, 280), (200, 300)),19:34:17.6753920
((1, 200), (200, 300)),19:34:18.1911040
((0, 210), (200, 300)),19:34:18.6923008
((1, 230), (200, 300)),19:34:19.1928064
((0, 250), (200, 300)),19:34:19.6951424
((1, 270), (200, 300)),19:34:20.2098048
((0, 230), (200, 300)),19:34:20.7121152
((1, 250), (200, 300)),19:34:21.2261888
((0, 210), (200, 300)),19:34:21.7275008
((1, 230), (200, 300)),19:34:22.2281856
((0, 250), (200, 300)),19:34:22.7441024
((1, 260), (200, 300)),19:34:23.2579968
((0, 210), (200, 300)),19:34:23.7597056
((1, 230), (200, 300)),19:34:24.2604672
((0, 250), (200, 300)),19:34:24.7613184
((1, 280), (200, 300)),19:34:25.2628224
((0, 280), (200, 300)),19:34:25.7730560
((1, 200), (200, 300)),19:34:26.2733824
((0, 220), (200, 300)),19:34:26.7739264
((1, 240), (200, 300)),19:34:27.2745472
((0, 270), (200, 300)),19:34:27.7895808
((1, 220), (200, 300)),19:34:28.3052032
((0, 280), (200, 300)),19:34:28.8058368
((1, 200), (200, 300)),19:34:29.3064192
((0, 220), (200, 300)),19:34:29.8213376
((1, 230), (200, 300)),19:34:30.3369216
((0, 280), (200, 300)),19:34:30.8379136
((1, 200), (200, 300)),19:34:31.3391872
((0, 230), (200, 300)),19:34:31.8514304
