StartSession,15:20:57.2724352
29081,15:20:57.2782080
29085,15:20:57.2948736
29089,15:20:57.3115776
29093,15:20:57.3281920
29097,15:20:57.3448704
29100,15:20:57.3615872
29104,15:20:57.3782144
29108,15:20:57.3948672
29112,15:20:57.4116224
29117,15:20:57.4281984
29122,15:20:57.4448768
29127,15:20:57.4616192
29132,15:20:57.4782080
29137,15:20:57.4948736
29143,15:20:57.5116288
29149,15:20:57.5282048
29157,15:20:57.5448704
29164,15:20:57.5615872
29171,15:20:57.5782144
29176,15:20:57.5948928
29180,15:20:57.6116224
29184,15:20:57.6282112
29187,15:20:57.6448768
29190,15:20:57.6616448
29195,15:20:57.6782720
29200,15:20:57.6948864
29206,15:20:57.7116032
29213,15:20:57.7282176
29220,15:20:57.7448960
29226,15:20:57.7616384
29232,15:20:57.7782272
29239,15:20:57.7949056
29247,15:20:57.8116864
29254,15:20:57.8282496
29262,15:20:57.8449024
29270,15:20:57.8616704
29277,15:20:57.8782336
29283,15:20:57.8949120
29289,15:20:57.9116800
29295,15:20:57.9282304
29302,15:20:57.9448960
29309,15:20:57.9616512
29316,15:20:57.9782272
29323,15:20:57.9949312
29329,15:20:58.0116096
29335,15:20:58.0282496
29340,15:20:58.0449152
29345,15:20:58.0617088
29349,15:20:58.0782464
29354,15:20:58.0949120
29360,15:20:58.1116544
29366,15:20:58.1282304
29373,15:20:58.1449088
29380,15:20:58.1616384
29387,15:20:58.1782400
29393,15:20:58.1949056
29400,15:20:58.2116864
29406,15:20:58.2282496
29412,15:20:58.2449152
29418,15:20:58.2617344
29424,15:20:58.2782592
29429,15:20:58.2949248
29433,15:20:58.3116416
29435,15:20:58.3282560
29438,15:20:58.3449344
29440,15:20:58.3617024
29442,15:20:58.3782656
29445,15:20:58.3949312
29450,15:20:58.4116864
29455,15:20:58.4282624
29462,15:20:58.4449280
29470,15:20:58.4616576
29478,15:20:58.4782720
29485,15:20:58.4949376
29493,15:20:58.5116672
29499,15:20:58.5282688
29506,15:20:58.5449472
29513,15:20:58.5618304
29519,15:20:58.5782784
29526,15:20:58.5949440
29532,15:20:58.6116992
29540,15:20:58.6282752
29549,15:20:58.6449536
29558,15:20:58.6616960
29566,15:20:58.6782848
29573,15:20:58.6949504
29579,15:20:58.7117952
29585,15:20:58.7283072
29591,15:20:58.7449600
29598,15:20:58.7616768
29605,15:20:58.7782912
29611,15:20:58.7949568
29616,15:20:58.8116864
29621,15:20:58.8282880
29627,15:20:58.8449664
29631,15:20:58.8618496
29635,15:20:58.8782976
29638,15:20:58.8949632
29640,15:20:58.9117056
29642,15:20:58.9284480
29645,15:20:58.9450496
29648,15:20:58.9618432
29651,15:20:58.9783808
29655,15:20:58.9950592
29659,15:20:59.0118016
29662,15:20:59.0283904
29666,15:20:59.0450560
29670,15:20:59.0618368
29673,15:20:59.0784000
29677,15:20:59.0950656
29682,15:20:59.1118336
29687,15:20:59.1283840
29693,15:20:59.1451392
29701,15:20:59.1619328
29709,15:20:59.1784064
29718,15:20:59.1950720
29727,15:20:59.2118144
29734,15:20:59.2284032
29742,15:20:59.2450688
29749,15:20:59.2617984
29756,15:20:59.2784000
29762,15:20:59.2950784
29769,15:20:59.3119104
29777,15:20:59.3284224
29788,15:20:59.3450624
29799,15:20:59.3618560
29810,15:20:59.3784192
29820,15:20:59.3950720
29828,15:20:59.4117888
29835,15:20:59.4284288
29841,15:20:59.4451072
29844,15:20:59.4617728
29844,15:20:59.4784384
29843,15:20:59.4951040
29841,15:20:59.5117696
29840,15:20:59.5284224
29841,15:20:59.5482240
29843,15:20:59.5645440
29846,15:20:59.5846144
29854,15:20:59.6013056
29865,15:20:59.6180608
29874,15:20:59.6347136
29885,15:20:59.6513280
29898,15:20:59.6680960
29910,15:20:59.6850304
29922,15:20:59.7025024
29932,15:20:59.7188992
29943,15:20:59.7350528
29955,15:20:59.7517952
29966,15:20:59.7912320
29981,15:20:59.8066816
29991,15:20:59.8270976
30010,15:20:59.8523264
30032,15:20:59.8683904
30041,15:20:59.8850688
