StartSession,15:35:04.2152448
((activev2, 0, 3), (1, -213.80899352994, -748.331477354788, 100, 100)),15:35:11.3430016
((activev2, 0, 3), (1, -565.685424949238, -282.842712474619, 100, 100)),15:35:19.6573824
((activev2, 0, 3), (1, -89.4427190999916, -447.213595499958, 100, 100)),15:35:27.7072896
((activev2, 0, 3), (1, -223.606796083979, -178.885439532784, 100, 100)),15:35:36.0610944
((activev2, 0, 3), (1, -141.421356237309, -282.842712474619, 100, 100)),15:35:44.0247552
((activev2, -1, 1), (1, -256.904647745125, -155.699791152412, 100, 100)),15:35:52.1134720
((activev2, -1, 1), (1, -385.356971617688, -233.549686728618, 100, 100)),15:35:56.5484800
((activev2, 0, 3), (1, -178.885438199983, -894.427190999916, 100, 100)),15:36:05.2944896
((activev2, 0, 3), (1, -134.164078649987, -670.820393249937, 100, 100)),15:36:13.2904448
((activev2, -1, 0), (1, -89.4427190999916, -447.213595499958, 100, 100)),15:36:18.4355200
((activev2, -1, 1), (1, -424.264068711928, -212.132034355964, 100, 100)),15:36:22.2156544
((activev2, -1, 0), (1, -141.421356237309, -282.842712474619, 100, 100)),15:36:28.0457984
((activev2, -1, 1), (1, -141.421356237309, -70.7106781186548, 100, 100)),15:36:32.8129280
((activev2, -1, 1), (1, -748.331460628277, -213.808998308943, 100, 100)),15:36:37.6031360
((activev2, 0, 3), (1, -155.699789957205, -256.904649717216, 100, 100)),15:36:46.7896832
((activev2, -1, 1), (1, -565.685424949238, -282.842712474619, 100, 100)),15:36:51.0177280
((activev2, -1, 1), (1, -256.904647745125, -155.699791152412, 100, 100)),15:36:56.3204480
((activev2, -1, 0), (1, -178.885438199983, -894.427190999916, 100, 100)),15:37:01.8032256
((activev2, -1, 1), (1, -141.421356237309, -70.7106781186548, 100, 100)),15:37:07.3293824
((activev2, -1, 1), (1, -282.842712474619, -35.3553390593274, 100, 100)),15:37:11.8835584
((activev2, -1, 0), (1, -141.421356237309, -282.842712474619, 100, 100)),15:37:18.3779584
((activev2, -1, 0), (1, -268.328157299975, -335.410196624968, 100, 100)),15:37:22.8799872
((activev2, 0, 3), (1, -212.132034355964, -424.264068711929, 100, 100)),15:37:31.5395584
((pasact, 0, 3), (1, -1.5, -6, 100, 100)),15:49:02.7434368
((pasact, 0, 3), (1, -1.5, -6, 100, 100)),15:49:02.7436032
